FileName, KnownNumberArrangement, SecondsElapsed, NumberCount, OperationCount\n
../dataset/20000-numbers-14-ordered-descending.txt.csv, descending, 0.621504,20000,199984039
../dataset/20000-numbers-14-unordered.txt.csv, unordered, 0.286752,20000,100990867
../dataset/20000-numbers-15-ordered-ascending.txt.csv, ascending, 0.000127,20000,19999
../dataset/20000-numbers-15-ordered-descending.txt.csv, descending, 0.575568,20000,199983969
../dataset/20000-numbers-15-unordered.txt.csv, unordered, 0.322530,20000,100293196
../dataset/20000-numbers-16-ordered-ascending.txt.csv, ascending, 0.000134,20000,19997
../dataset/20000-numbers-16-ordered-descending.txt.csv, descending, 0.595823,20000,199983930
../dataset/20000-numbers-16-unordered.txt.csv, unordered, 0.305200,20000,100360858
../dataset/20000-numbers-17-ordered-ascending.txt.csv, ascending, 0.000130,20000,19998
../dataset/20000-numbers-17-ordered-descending.txt.csv, descending, 0.579061,20000,199983884
../dataset/20000-numbers-17-unordered.txt.csv, unordered, 0.290817,20000,99423846
../dataset/20000-numbers-18-ordered-ascending.txt.csv, ascending, 0.000149,20000,19998
../dataset/20000-numbers-18-ordered-descending.txt.csv, descending, 0.602682,20000,199983968
../dataset/20000-numbers-18-unordered.txt.csv, unordered, 0.285123,20000,99625055
../dataset/20000-numbers-19-ordered-ascending.txt.csv, ascending, 0.000139,20000,19999
../dataset/20000-numbers-19-ordered-descending.txt.csv, descending, 0.575053,20000,199983851
../dataset/20000-numbers-19-unordered.txt.csv, unordered, 0.286699,20000,100577793
../dataset/20000-numbers-2-ordered-ascending.txt.csv, ascending, 0.000142,20000,19998
../dataset/20000-numbers-2-ordered-descending.txt.csv, descending, 0.612019,20000,199983979
../dataset/20000-numbers-2-unordered.txt.csv, unordered, 0.279525,20000,99253678
../dataset/20000-numbers-20-ordered-ascending.txt.csv, ascending, 0.000123,20000,19999
../dataset/20000-numbers-20-ordered-descending.txt.csv, descending, 0.597370,20000,199983975
../dataset/20000-numbers-20-unordered.txt.csv, unordered, 0.288214,20000,100840783
../dataset/20000-numbers-21-ordered-ascending.txt.csv, ascending, 0.000138,20000,19999
../dataset/20000-numbers-21-ordered-descending.txt.csv, descending, 0.605902,20000,199983953
../dataset/20000-numbers-21-unordered.txt.csv, unordered, 0.302161,20000,100314885
../dataset/20000-numbers-22-ordered-ascending.txt.csv, ascending, 0.000127,20000,19998
../dataset/20000-numbers-22-ordered-descending.txt.csv, descending, 0.606350,20000,199984039
